ID_merimeeLabel,item,itemLabel,itemDescription,proprietaireLabel,occupantLabel,naissance_dedansLabel,img,coordonnées,paysLabel,type_maison,type_maisonLabel
MI215,http://www.wikidata.org/entity/Q22998303,maison du Docteur Gachet,maison à Auvers-sur-Oise (Val-d'Oise),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Auvers-sur-Oise%20%2895%29%2C%20maison%20du%20Docteur%20Gachet%2C%20rue%20Gachet.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI017,http://www.wikidata.org/entity/Q23498359,musée Charles-Louis Philippe,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison-natale-CLP.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI027,http://www.wikidata.org/entity/Q23498515,musée Buffon,musée français,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI040,http://www.wikidata.org/entity/Q23575711,musée Descartes,musée français,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI175,http://www.wikidata.org/entity/Q23576291,maison Lansyer,musée français,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI184,http://www.wikidata.org/entity/Q23639863,hôtel de Cabrières-Sabatier d'Espeyran,édifice urbain historique à Montpellier,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Montpellier%20Cabri%C3%A8res-Sabatier%20001%2Cfa%C3%A7ade%20est.jpg,,France,http://www.wikidata.org/entity/Q1365179,hôtel particulier
MI184,http://www.wikidata.org/entity/Q23639863,hôtel de Cabrières-Sabatier d'Espeyran,édifice urbain historique à Montpellier,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Montpellier%20Cabri%C3%A8res-Sabatier%20001%2Cfa%C3%A7ade%20est.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI107,http://www.wikidata.org/entity/Q23640615,musée départemental Raymond Poincaré,musée de Sampigny,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sampigny%20%2855%29%20Clos%20Poincar%C3%A9.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI187,http://www.wikidata.org/entity/Q23719013,musée Murat,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lot%20Labastide-Murat%20Musee%20Murat%2029052012%20-%20panoramio.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI187,http://www.wikidata.org/entity/Q23719013,musée Murat,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lot%20Labastide-Murat%20Musee%20Murat%2029052012%20-%20panoramio.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI112,http://www.wikidata.org/entity/Q23831223,atelier musée Jean Lurçat,musée français,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI136,http://www.wikidata.org/entity/Q23936770,musée-bibliothèque François Pétrarque,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Fontaine%20de%20Vaucluse%20-%20Mus%C3%A9e%20P%C3%A9trarque.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI170,http://www.wikidata.org/entity/Q30279373,maison-musée de James Norman Hall,musée à Arue,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI163,http://www.wikidata.org/entity/Q30302877,villa Souques-Pagès,villa à Pointe-à-Pitre,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Saint-John%20Perse%20002.JPG,,France,http://www.wikidata.org/entity/Q3950,villa
PA00105868,http://www.wikidata.org/entity/Q30302877,villa Souques-Pagès,villa à Pointe-à-Pitre,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Saint-John%20Perse%20002.JPG,,France,http://www.wikidata.org/entity/Q3950,villa
MI186,http://www.wikidata.org/entity/Q30308373,maison natale du Maréchal Lannes,maison à Lectoure (32),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Lectoure-maisonLannes.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI097,http://www.wikidata.org/entity/Q30308515,maison Trenet,maison natale de Charles Trenet,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Charles-Trenet.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI032,http://www.wikidata.org/entity/Q30308661,maison Louis-Guilloux,maison à Saint-Brieuc,,,,,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI001,http://www.wikidata.org/entity/Q30524595,musée d'Histoire et d'archéologie de la Chartreuse,musée à Molsheim,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chartreuse%20de%20Molsheim-Ext%C3%A9rieur%20%282%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI164,http://www.wikidata.org/entity/Q30740288,Maison-Musée de Félix Éboué,"musée de Cayenne, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20F%C3%A9lix%20%C3%89bou%C3%A9%20%281%29.jpg,,France,http://www.wikidata.org/entity/Q2087181,maison-musée
MI164,http://www.wikidata.org/entity/Q30740288,Maison-Musée de Félix Éboué,"musée de Cayenne, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20de%20F%C3%A9lix%20%C3%89bou%C3%A9%20%281%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI185,http://www.wikidata.org/entity/Q58957593,musée départemental de la résistance Henri Queuille,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20d%C3%A9partemental%20de%20la%20R%C3%A9sistance%20Henri%20Queuille-1736.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI188,http://www.wikidata.org/entity/Q58957767,maison natale Dominique Jean Larrey,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20Beaud%C3%A9an%20%28Hautes-Pyr%C3%A9n%C3%A9es%29%201.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI188,http://www.wikidata.org/entity/Q58957767,maison natale Dominique Jean Larrey,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20de%20Beaud%C3%A9an%20%28Hautes-Pyr%C3%A9n%C3%A9es%29%201.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI098,http://www.wikidata.org/entity/Q60832377,musée Maillol de Banyuls-sur-Mer,musée et ancienne maison d'Aristide Maillol,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maillol-Aristide%20Sepulture4.jpg,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI098,http://www.wikidata.org/entity/Q60832377,musée Maillol de Banyuls-sur-Mer,musée et ancienne maison d'Aristide Maillol,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maillol-Aristide%20Sepulture4.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI094,http://www.wikidata.org/entity/Q61895929,maison natale de Gaston Doumergue,maison natale à Aigues-Vives (Gard),,,,,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI211,http://www.wikidata.org/entity/Q86663464,musée Raymond-Devos,musée,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Raymond%20Devos%20%C3%A0%20Saint-R%C3%A9my-l%C3%A8s-Chevreuse%20le%2025%20mars%202017%20-%20011.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI115,http://www.wikidata.org/entity/Q90702638,hôtel de Fermat,maison natale de Pierre de Fermat,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beaumont-de-Lomagne%20-%20H%C3%B4tel%20de%20Fermat-%20IA00038971.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
IA00038971,http://www.wikidata.org/entity/Q90702638,hôtel de Fermat,maison natale de Pierre de Fermat,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beaumont-de-Lomagne%20-%20H%C3%B4tel%20de%20Fermat-%20IA00038971.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI115,http://www.wikidata.org/entity/Q90702638,hôtel de Fermat,maison natale de Pierre de Fermat,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beaumont-de-Lomagne%20-%20H%C3%B4tel%20de%20Fermat-%20IA00038971.jpg,,France,http://www.wikidata.org/entity/Q1365179,hôtel particulier
IA00038971,http://www.wikidata.org/entity/Q90702638,hôtel de Fermat,maison natale de Pierre de Fermat,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Beaumont-de-Lomagne%20-%20H%C3%B4tel%20de%20Fermat-%20IA00038971.jpg,,France,http://www.wikidata.org/entity/Q1365179,hôtel particulier
MI008,http://www.wikidata.org/entity/Q93444238,musée Francis Jammes,musée à Orthez,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI138,http://www.wikidata.org/entity/Q98076048,maison de Nostradamus,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Huis%20Nostradamus%20Salon-de-Provence%2023-05-2018%2011-32-33.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI198,http://www.wikidata.org/entity/Q98094724,maison Jacques-Copeau,"maison de Pernand-Vergelesses, en France",Jacques Copeau,,,http://commons.wikimedia.org/wiki/Special:FilePath/Pernand%20Copeau.JPG,,France,http://www.wikidata.org/entity/Q3947,maison
MI235,http://www.wikidata.org/entity/Q102440026,Degas House,,,,,,,États-Unis,http://www.wikidata.org/entity/Q35112127,bâtiment historique
MI235,http://www.wikidata.org/entity/Q102440026,Degas House,,,,,,,États-Unis,http://www.wikidata.org/entity/Q699405,logement
MI109,http://www.wikidata.org/entity/Q105189951,maison natale de Pierre Bayle,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/PB-A-Son-Bureau.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI109,http://www.wikidata.org/entity/Q105189951,maison natale de Pierre Bayle,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/PB-A-Son-Bureau.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI010,http://www.wikidata.org/entity/Q2007231,château des Milandes,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Milandes.jpg,,France,http://www.wikidata.org/entity/Q751876,château
PA00082449,http://www.wikidata.org/entity/Q2007231,château des Milandes,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Milandes.jpg,,France,http://www.wikidata.org/entity/Q751876,château
MI010,http://www.wikidata.org/entity/Q2007231,château des Milandes,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Milandes.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
PA00082449,http://www.wikidata.org/entity/Q2007231,château des Milandes,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Chateau%20Milandes.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
MI041,http://www.wikidata.org/entity/Q2054341,château de Saché,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sach%C3%A9%20Castle.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
PA00098051,http://www.wikidata.org/entity/Q2054341,château de Saché,château fort français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Sach%C3%A9%20Castle.jpg,,France,http://www.wikidata.org/entity/Q23413,château fort
MI061,http://www.wikidata.org/entity/Q2085869,château de Vascœuil,château  français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vascoeuil10.jpg,,France,http://www.wikidata.org/entity/Q751876,château
PA00099595,http://www.wikidata.org/entity/Q2085869,château de Vascœuil,château  français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vascoeuil10.jpg,,France,http://www.wikidata.org/entity/Q751876,château
MI151,http://www.wikidata.org/entity/Q2969210,château de Ferney-Voltaire,château à Ferney-Voltaire (Ain),Voltaire,,,http://commons.wikimedia.org/wiki/Special:FilePath/Vue%20sur%20la%20fa%C3%A7ade%20Est%20du%20ch%C3%A2teau%20de%20Voltaire%20depuis%20le%20jardin%20fran%C3%A7ais.jpg,,France,http://www.wikidata.org/entity/Q751876,château
MI120,http://www.wikidata.org/entity/Q3286385,manoir des Sciences de Réaumur,musée en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI087,http://www.wikidata.org/entity/Q3325679,moulin de Villeneuve,moulin à eau à Saint-Arnoult-en-Yvelines (Yvelines),Louis Aragon,,,http://commons.wikimedia.org/wiki/Special:FilePath/ElsaAragon%201.jpg,,France,http://www.wikidata.org/entity/Q185187,moulin à eau
PA78000482,http://www.wikidata.org/entity/Q3325679,moulin de Villeneuve,moulin à eau à Saint-Arnoult-en-Yvelines (Yvelines),Louis Aragon,,,http://commons.wikimedia.org/wiki/Special:FilePath/ElsaAragon%201.jpg,,France,http://www.wikidata.org/entity/Q185187,moulin à eau
IA78000904,http://www.wikidata.org/entity/Q3325679,moulin de Villeneuve,moulin à eau à Saint-Arnoult-en-Yvelines (Yvelines),Louis Aragon,,,http://commons.wikimedia.org/wiki/Special:FilePath/ElsaAragon%201.jpg,,France,http://www.wikidata.org/entity/Q185187,moulin à eau
MI004,http://www.wikidata.org/entity/Q3329041,musée Albert-Schweitzer,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Gunsbach-Mus%C3%A9e%20Albert%20Schweitzer%20%282%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI023,http://www.wikidata.org/entity/Q3329073,musée Barbey-d'Aurevilly,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20de%20Jules%20Barbey%20d%27Aurevilly.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI228B,http://www.wikidata.org/entity/Q23180,mémorial Lu Xun,"musée de Shanghai dédié à l""écrivain Lu Xun",,,,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%8A%E6%B5%B7%E9%B2%81%E8%BF%85%E7%BA%AA%E5%BF%B5%E9%A6%86.jpg,,République populaire de Chine,http://www.wikidata.org/entity/Q4989906,monument
MI119,http://www.wikidata.org/entity/Q108934948,maison Julien-Gracq,musée en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Julien%20Gracq.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI123,http://www.wikidata.org/entity/Q110235011,maison natale du Maréchal de Lattre-de-Tassigny,"maison en Vendée, France",,,,,,France,http://www.wikidata.org/entity/Q19979289,maison natale
PA85000058,http://www.wikidata.org/entity/Q110235011,maison natale du Maréchal de Lattre-de-Tassigny,"maison en Vendée, France",,,,,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI052,http://www.wikidata.org/entity/Q110928938,maison de Tino Rossi,"maison d'Ajaccio, en France",,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI214,http://www.wikidata.org/entity/Q110928942,maison-atelier Émile Boggio,"maison d'Auvers-sur-Oise, en France",,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI220,http://www.wikidata.org/entity/Q110928944,maison de Julie Victoire Daubié,"maison de Bains-les-Bains, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Bains-les-Bains-Manufacture%20royale-Maison%20des%20Contrema%C3%AEtres.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI102,http://www.wikidata.org/entity/Q110928950,maison natale de Jean Giraudoux,"maison de Bellac, en France",,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI178,http://www.wikidata.org/entity/Q110928955,château de Bois-Guilbert,château français situé en Seine-Maritime,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Bois-Guilbert%2001.jpg,,France,http://www.wikidata.org/entity/Q751876,château
MI222,http://www.wikidata.org/entity/Q110928960,musée-atelier d'Yvonne Guégan,"musée de Caen, en France",,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI233,http://www.wikidata.org/entity/Q110928961,propriété de la Fondation Camargo,maison située à Cassis,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI048,http://www.wikidata.org/entity/Q110928964,maison des Ailleurs,"maison de Charleville-Mézières, en France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Charleville-M%C3%A9zi%C3%A8res%20-%20Maison%20des%20ailleurs%20%2801%29.JPG,,France,http://www.wikidata.org/entity/Q3947,maison
MI139,http://www.wikidata.org/entity/Q110928965,villa Michel Simon,"villa de La Ciotat, en France",,,,,,France,http://www.wikidata.org/entity/Q3950,villa
MI217,http://www.wikidata.org/entity/Q110928969,parc et demeure Édouard André,"domaine situé à La Croix-en-Touraine, en France",,,,,,France,http://www.wikidata.org/entity/Q12292478,domaine
MI196,http://www.wikidata.org/entity/Q110929523,petite Plaisance,bâtiment situé aux États-Unis,,,,,,États-Unis,http://www.wikidata.org/entity/Q41176,bâtiment
MI194,http://www.wikidata.org/entity/Q110929524,Les Maisonnettes,bâtiment situé en France,,,,,,France,http://www.wikidata.org/entity/Q41176,bâtiment
MI039,http://www.wikidata.org/entity/Q110929525,demeure de Ronsard,demeure située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI205,http://www.wikidata.org/entity/Q110929526,domaine de La Chesnaye,domaine situé en France,,,,,,France,http://www.wikidata.org/entity/Q12292478,domaine
MI216,http://www.wikidata.org/entity/Q110929527,maison d'Ernest Renan,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI180,http://www.wikidata.org/entity/Q110929528,maison de Pierre Mac Orlan,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI219,http://www.wikidata.org/entity/Q110929529,maison familiale de Pierre-Auguste Renoir,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI025,http://www.wikidata.org/entity/Q110929530,maison Jules Roy,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI000,http://www.wikidata.org/entity/Q110929531,maison La Souvenance,maison située en France,André Schwarz-Bart,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI000,http://www.wikidata.org/entity/Q110929531,maison La Souvenance,maison située en France,Simone Schwarz-Bart,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI101,http://www.wikidata.org/entity/Q110929532,maison Martin Nadaud,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI209,http://www.wikidata.org/entity/Q110929533,maison Max Ernst et Dorothea Tanning,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI204,http://www.wikidata.org/entity/Q110929534,maison natale de Max Jacob,maison située en France,,,,,,France,http://www.wikidata.org/entity/Q3947,maison
MI019,http://www.wikidata.org/entity/Q110929535,manoir des Deux Mondes,manoir situé en France,,,,,,France,http://www.wikidata.org/entity/Q879050,manoir
MI207,http://www.wikidata.org/entity/Q110929536,musée Claude Bernard,musée situé en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI018,http://www.wikidata.org/entity/Q110929537,musée Emile Guillaumin,musée situé en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI103,http://www.wikidata.org/entity/Q110929539,musée Gay-Lussac,musée situé en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI190,http://www.wikidata.org/entity/Q110929540,musée Jean Racine,musée situé en France,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Jean%20Racine%20Fert%C3%A9%20Milon%202.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI134,http://www.wikidata.org/entity/Q110929541,musée Renaudot,musée situé en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI208,http://www.wikidata.org/entity/Q110929543,musée Escoffier de l'art culinaire,musée situé en France,,,,,,France,http://www.wikidata.org/entity/Q33506,musée
MI150,http://www.wikidata.org/entity/Q18578014,maison de Monsieur Beynier,"maison située à Châtillon-sur-Chalaronne, France",,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20St%20Vincent%20Paul%20Ch%C3%A2tillon%20Chalaronne%206.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
MI182,http://www.wikidata.org/entity/Q19387976,maison Claude Debussy,maison à Saint-Germain-en-Laye (Yvelines),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Saint-Germain-en-Laye%20Maison%20Claude%20Debussy%202011%2001.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI111,http://www.wikidata.org/entity/Q3329106,musée Champollion,musée de Figeac dans le Lot,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Facade%20musee%20champollion%20figeac.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
PA00095079,http://www.wikidata.org/entity/Q3329106,musée Champollion,musée de Figeac dans le Lot,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Facade%20musee%20champollion%20figeac.jpg,,France,http://www.wikidata.org/entity/Q19979289,maison natale
MI111,http://www.wikidata.org/entity/Q3329106,musée Champollion,musée de Figeac dans le Lot,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Facade%20musee%20champollion%20figeac.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00095079,http://www.wikidata.org/entity/Q3329106,musée Champollion,musée de Figeac dans le Lot,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Facade%20musee%20champollion%20figeac.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI021,http://www.wikidata.org/entity/Q3329113,musée Christian-Dior,musée français à Granville (Manche),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Christian%20Dior.jpg,,France,http://www.wikidata.org/entity/Q1107656,jardin
IA50000203,http://www.wikidata.org/entity/Q3329113,musée Christian-Dior,musée français à Granville (Manche),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Christian%20Dior.jpg,,France,http://www.wikidata.org/entity/Q1107656,jardin
MI021,http://www.wikidata.org/entity/Q3329113,musée Christian-Dior,musée français à Granville (Manche),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Christian%20Dior.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
IA50000203,http://www.wikidata.org/entity/Q3329113,musée Christian-Dior,musée français à Granville (Manche),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Christian%20Dior.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI070,http://www.wikidata.org/entity/Q3329119,musée Clemenceau,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Clemenceau%2C%208%20rue%20Benjamin-Franklin%2C%20Paris%2016e%208.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00086683,http://www.wikidata.org/entity/Q3329119,musée Clemenceau,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Clemenceau%2C%208%20rue%20Benjamin-Franklin%2C%20Paris%2016e%208.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI054,http://www.wikidata.org/entity/Q3329121,musée Courbet,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Courbet%202.jpg,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI033,http://www.wikidata.org/entity/Q3329144,musée Ernest-Renan,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/18%20Tr%C3%A9guier%20Maison%20d%27Ernest%20Renan%20-avant-.JPG,,France,http://www.wikidata.org/entity/Q2087181,maison-musée
PA00089706,http://www.wikidata.org/entity/Q3329144,musée Ernest-Renan,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/18%20Tr%C3%A9guier%20Maison%20d%27Ernest%20Renan%20-avant-.JPG,,France,http://www.wikidata.org/entity/Q2087181,maison-musée
MI066,http://www.wikidata.org/entity/Q3329160,musée Flaubert et d'Histoire de la médecine,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Flaubert%20%C3%A0%20Rouen.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI225,http://www.wikidata.org/entity/Q3329163,musée Frédéric-Mistral,musée à Maillane (Bouches-du-Rhône),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Museon%20Frederi%20Mistral%20%C3%A0%20Maillane.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI162,http://www.wikidata.org/entity/Q3329174,musée Gerty-Archimède,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Gerty-Archim%C3%A8de.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI005,http://www.wikidata.org/entity/Q3329177,musée Goethe à l'Auberge au Bœuf,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Goethemuseumsessenheim.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI153,http://www.wikidata.org/entity/Q3329193,musée Hector-Berlioz,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Jardin%20du%20Mus%C3%A9e%20Hector-Berlioz%20en%202014.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI145,http://www.wikidata.org/entity/Q3329205,musée Hébert,musée à La Tronche (Isère),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20H%C3%A9bert%20-%20La%20Tronche.JPG,,France,http://www.wikidata.org/entity/Q207694,musée d'art
PA00117298,http://www.wikidata.org/entity/Q3329205,musée Hébert,musée à La Tronche (Isère),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20H%C3%A9bert%20-%20La%20Tronche.JPG,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI002,http://www.wikidata.org/entity/Q3329215,musée Jean-Frédéric-Oberlin,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Waldersbach1.JPG,,France,http://www.wikidata.org/entity/Q33506,musée
MI093,http://www.wikidata.org/entity/Q3329216,musée Jean-Jacques-Rousseau,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/MontmorencyMus%C3%A9eRousseau.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI126,http://www.wikidata.org/entity/Q3329221,musée Jean de La Fontaine,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau-Thierry%20-%20Mus%C3%A9e%20Jean%20de%20la%20Fontaine.jpg,,France,http://www.wikidata.org/entity/Q207694,musée d'art
MI053,http://www.wikidata.org/entity/Q3329298,musée Pascal-Paoli,musée français,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Maison%20natale%20paoli.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI065,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
PA00100792,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
IA00102345,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q33506,musée
MI065,http://www.wikidata.org/entity/Q3329311,musée Pierre-Corneille,musée à Petit-Couronne (Seine-Maritime),,,,http://commons.wikimedia.org/wiki/Special:FilePath/Mus%C3%A9e%20Pierre%20Corneille%20%28Petit-Couronne%29.jpg,,France,http://www.wikidata.org/entity/Q3947,maison
